ra,dec,ra_src,dec_src,obsID_200,obsID_277,obsID_444,uri_200,uri_277,uri_444,filename_200,filename_277,filename_444,gaia_source_id,gaia_g,gaia_bp_rp,gaia_sep_arcsec,simbad_main_id,simbad_type,simbad_sep_arcsec,wise_designation,wise_w1,wise_w2,wise_w1_w2,wise_sep_arcsec,sdss_objid,sdss_class,sdss_z,sdss_sep_arcsec,ps1_objid,ps1_g,ps1_r,ps1_i,ps1_sep_arcsec,tmass_designation,tmass_j,tmass_h,tmass_ks,tmass_j_ks,tmass_sep_arcsec,ned_name,ned_type,ned_z,ned_sep_arcsec,labeled_done,target
9.424575833333334,-33.71040833333336,9.419927621555038,-33.70064490062914,87829844,220095484,87829802,mast:JWST/product/jw02727-o002_t062_nircam_clear-f200w_i2d.fits,mast:JWST/product/jw02727-o002_t062_nircam_clear-f277w_i2d.fits,mast:JWST/product/jw02727-o002_t062_nircam_clear-f444w_i2d.fits,jw02727-o002_t062_nircam_clear-f200w_i2d.fits,jw02727-o002_t062_nircam_clear-f277w_i2d.fits,jw02727-o002_t062_nircam_clear-f444w_i2d.fits,,,,,,,,J003740.77-334202.3,16.108999252319336,16.679000854492188,-0.5700016021728516,0.1306844043314638,,,,,,,,,,,,,,,,WISEA J003740.77-334202.3,IrS,,0.1251034470782525,True,unlabeled
9.424575833333334,-33.71040833333336,9.433472764504833,-33.71951268667733,87829844,220095484,87829802,mast:JWST/product/jw02727-o002_t062_nircam_clear-f200w_i2d.fits,mast:JWST/product/jw02727-o002_t062_nircam_clear-f277w_i2d.fits,mast:JWST/product/jw02727-o002_t062_nircam_clear-f444w_i2d.fits,jw02727-o002_t062_nircam_clear-f200w_i2d.fits,jw02727-o002_t062_nircam_clear-f277w_i2d.fits,jw02727-o002_t062_nircam_clear-f444w_i2d.fits,,,,,,,,J003744.00-334310.1,15.939000129699709,16.038000106811523,-0.0989999771118164,0.376181786671543,,,,,,,,,,,,,,,,WISEA J003744.00-334310.1,IrS,,0.385975182532951,True,unlabeled
9.424575833333334,-33.71040833333336,9.427518235124724,-33.689281313900324,87829844,220095484,87829802,mast:JWST/product/jw02727-o002_t062_nircam_clear-f200w_i2d.fits,mast:JWST/product/jw02727-o002_t062_nircam_clear-f277w_i2d.fits,mast:JWST/product/jw02727-o002_t062_nircam_clear-f444w_i2d.fits,jw02727-o002_t062_nircam_clear-f200w_i2d.fits,jw02727-o002_t062_nircam_clear-f277w_i2d.fits,jw02727-o002_t062_nircam_clear-f444w_i2d.fits,5.006952515809282e+18,20.14696311950684,2.5014686584472656,0.0520075209573269,,,,J003742.61-334121.4,16.434999465942383,16.46500015258789,-0.0300006866455078,0.189216820582268,,,,,,,,,,,,,,,,WISEA J003742.61-334121.4,IrS,,0.1968611722475162,True,star
9.424575833333334,-33.71040833333336,9.439222374974625,-33.724595380097455,87829844,220095484,87829802,mast:JWST/product/jw02727-o002_t062_nircam_clear-f200w_i2d.fits,mast:JWST/product/jw02727-o002_t062_nircam_clear-f277w_i2d.fits,mast:JWST/product/jw02727-o002_t062_nircam_clear-f444w_i2d.fits,jw02727-o002_t062_nircam_clear-f200w_i2d.fits,jw02727-o002_t062_nircam_clear-f277w_i2d.fits,jw02727-o002_t062_nircam_clear-f444w_i2d.fits,5.006952206571638e+18,17.477834701538086,2.19241714477539,0.2891884787172025,,,,J003745.40-334328.1,14.083000183105469,14.140000343322754,-0.0570001602172851,0.3972689949043174,,,,,,,,,,00374541-3343281,15.107000350952148,14.41100025177002,14.26099967956543,0.8460006713867188,0.361872117821382,WISEA J003745.40-334328.1,IrS,,0.3852384099971238,True,star
9.424575833333334,-33.71040833333336,9.424667626375475,-33.70578787118859,87829844,220095484,87829802,mast:JWST/product/jw02727-o002_t062_nircam_clear-f200w_i2d.fits,mast:JWST/product/jw02727-o002_t062_nircam_clear-f277w_i2d.fits,mast:JWST/product/jw02727-o002_t062_nircam_clear-f444w_i2d.fits,jw02727-o002_t062_nircam_clear-f200w_i2d.fits,jw02727-o002_t062_nircam_clear-f277w_i2d.fits,jw02727-o002_t062_nircam_clear-f444w_i2d.fits,,,,,,,,J003741.95-334220.9,17.76099967956543,16.902999877929688,0.8579998016357422,0.4635522215975587,,,,,,,,,,,,,,,,WISEA J003741.95-334220.9,IrS,,0.5337502667931788,True,agn
9.424575833333334,-33.71040833333336,9.415296042547764,-33.71668760065967,87829844,220095484,87829802,mast:JWST/product/jw02727-o002_t062_nircam_clear-f200w_i2d.fits,mast:JWST/product/jw02727-o002_t062_nircam_clear-f277w_i2d.fits,mast:JWST/product/jw02727-o002_t062_nircam_clear-f444w_i2d.fits,jw02727-o002_t062_nircam_clear-f200w_i2d.fits,jw02727-o002_t062_nircam_clear-f277w_i2d.fits,jw02727-o002_t062_nircam_clear-f444w_i2d.fits,5.006952103491474e+18,20.20248985290528,1.307708740234375,0.038992387020927,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,star
9.424575833333334,-33.71040833333336,9.440015537487287,-33.6977952431312,87829844,220095484,87829802,mast:JWST/product/jw02727-o002_t062_nircam_clear-f200w_i2d.fits,mast:JWST/product/jw02727-o002_t062_nircam_clear-f277w_i2d.fits,mast:JWST/product/jw02727-o002_t062_nircam_clear-f444w_i2d.fits,jw02727-o002_t062_nircam_clear-f200w_i2d.fits,jw02727-o002_t062_nircam_clear-f277w_i2d.fits,jw02727-o002_t062_nircam_clear-f444w_i2d.fits,,,,,2XMM J003745.5-334151,AG?,0.2742772539142386,,,,,,,,,,,,,,,,,,,,,,,,,True,unlabeled
9.424575833333334,-33.71040833333336,9.40661708500567,-33.70564504861917,87829844,220095484,87829802,mast:JWST/product/jw02727-o002_t062_nircam_clear-f200w_i2d.fits,mast:JWST/product/jw02727-o002_t062_nircam_clear-f277w_i2d.fits,mast:JWST/product/jw02727-o002_t062_nircam_clear-f444w_i2d.fits,jw02727-o002_t062_nircam_clear-f200w_i2d.fits,jw02727-o002_t062_nircam_clear-f277w_i2d.fits,jw02727-o002_t062_nircam_clear-f444w_i2d.fits,,,,,,,,J003737.62-334220.2,16.322999954223633,16.57699966430664,-0.2539997100830078,0.4813801696293088,,,,,,,,,,,,,,,,WISEA J003737.62-334220.2,IrS,,0.4909025448535606,True,unlabeled
9.424575833333334,-33.71040833333336,9.4210881314482,-33.705987951981626,87829844,220095484,87829802,mast:JWST/product/jw02727-o002_t062_nircam_clear-f200w_i2d.fits,mast:JWST/product/jw02727-o002_t062_nircam_clear-f277w_i2d.fits,mast:JWST/product/jw02727-o002_t062_nircam_clear-f444w_i2d.fits,jw02727-o002_t062_nircam_clear-f200w_i2d.fits,jw02727-o002_t062_nircam_clear-f277w_i2d.fits,jw02727-o002_t062_nircam_clear-f444w_i2d.fits,,,,,CXOU J003741.0-334221,X,0.3436734032398887,,,,,,,,,,,,,,,,,,,,,,,,,True,unlabeled
9.424575833333334,-33.71040833333336,9.404325648876036,-33.72289618601604,87829844,220095484,87829802,mast:JWST/product/jw02727-o002_t062_nircam_clear-f200w_i2d.fits,mast:JWST/product/jw02727-o002_t062_nircam_clear-f277w_i2d.fits,mast:JWST/product/jw02727-o002_t062_nircam_clear-f444w_i2d.fits,jw02727-o002_t062_nircam_clear-f200w_i2d.fits,jw02727-o002_t062_nircam_clear-f277w_i2d.fits,jw02727-o002_t062_nircam_clear-f444w_i2d.fits,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,unlabeled
9.424575833333334,-33.71040833333336,9.43287595092372,-33.697751486574234,87829844,220095484,87829802,mast:JWST/product/jw02727-o002_t062_nircam_clear-f200w_i2d.fits,mast:JWST/product/jw02727-o002_t062_nircam_clear-f277w_i2d.fits,mast:JWST/product/jw02727-o002_t062_nircam_clear-f444w_i2d.fits,jw02727-o002_t062_nircam_clear-f200w_i2d.fits,jw02727-o002_t062_nircam_clear-f277w_i2d.fits,jw02727-o002_t062_nircam_clear-f444w_i2d.fits,,,,,,,,,,,,,,,,,,,,,,,,,,,,SSTSL2 J003743.87-334151.9,IrS,,0.2592507157918233,True,unlabeled
9.424575833333334,-33.71040833333336,9.424772199725266,-33.73312060129623,87829844,220095484,87829802,mast:JWST/product/jw02727-o002_t062_nircam_clear-f200w_i2d.fits,mast:JWST/product/jw02727-o002_t062_nircam_clear-f277w_i2d.fits,mast:JWST/product/jw02727-o002_t062_nircam_clear-f444w_i2d.fits,jw02727-o002_t062_nircam_clear-f200w_i2d.fits,jw02727-o002_t062_nircam_clear-f277w_i2d.fits,jw02727-o002_t062_nircam_clear-f444w_i2d.fits,,,,,,,,,,,,,,,,,,,,,,,,,,,,WISEA J003741.99-334359.5,IrS,,0.7271657170872877,True,unlabeled
9.424575833333334,-33.71040833333336,9.440811146590631,-33.71202030569506,87829844,220095484,87829802,mast:JWST/product/jw02727-o002_t062_nircam_clear-f200w_i2d.fits,mast:JWST/product/jw02727-o002_t062_nircam_clear-f277w_i2d.fits,mast:JWST/product/jw02727-o002_t062_nircam_clear-f444w_i2d.fits,jw02727-o002_t062_nircam_clear-f200w_i2d.fits,jw02727-o002_t062_nircam_clear-f277w_i2d.fits,jw02727-o002_t062_nircam_clear-f444w_i2d.fits,,,,,,,,J003745.78-334243.2,17.42799949645996,17.302000045776367,0.1259994506835937,0.0964206101190468,,,,,,,,,,,,,,,,WISEA J003745.78-334243.2,IrS,,0.2729512324347491,True,unlabeled
9.424575833333334,-33.71040833333336,9.424484934290357,-33.72698208403197,87829844,220095484,87829802,mast:JWST/product/jw02727-o002_t062_nircam_clear-f200w_i2d.fits,mast:JWST/product/jw02727-o002_t062_nircam_clear-f277w_i2d.fits,mast:JWST/product/jw02727-o002_t062_nircam_clear-f444w_i2d.fits,jw02727-o002_t062_nircam_clear-f200w_i2d.fits,jw02727-o002_t062_nircam_clear-f277w_i2d.fits,jw02727-o002_t062_nircam_clear-f444w_i2d.fits,,,,,,,,,,,,,,,,,,,,,,,,,,,,SSTSL2 J003741.84-334337.2,IrS,,0.3702065302462753,True,unlabeled
9.424575833333334,-33.71040833333336,9.42181505454021,-33.70234985452974,87829844,220095484,87829802,mast:JWST/product/jw02727-o002_t062_nircam_clear-f200w_i2d.fits,mast:JWST/product/jw02727-o002_t062_nircam_clear-f277w_i2d.fits,mast:JWST/product/jw02727-o002_t062_nircam_clear-f444w_i2d.fits,jw02727-o002_t062_nircam_clear-f200w_i2d.fits,jw02727-o002_t062_nircam_clear-f277w_i2d.fits,jw02727-o002_t062_nircam_clear-f444w_i2d.fits,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,unlabeled
9.424575833333334,-33.71040833333336,9.405272359543757,-33.72379837319466,87829844,220095484,87829802,mast:JWST/product/jw02727-o002_t062_nircam_clear-f200w_i2d.fits,mast:JWST/product/jw02727-o002_t062_nircam_clear-f277w_i2d.fits,mast:JWST/product/jw02727-o002_t062_nircam_clear-f444w_i2d.fits,jw02727-o002_t062_nircam_clear-f200w_i2d.fits,jw02727-o002_t062_nircam_clear-f277w_i2d.fits,jw02727-o002_t062_nircam_clear-f444w_i2d.fits,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,unlabeled
9.424575833333334,-33.71040833333336,9.436270511769711,-33.695905934515515,87829844,220095484,87829802,mast:JWST/product/jw02727-o002_t062_nircam_clear-f200w_i2d.fits,mast:JWST/product/jw02727-o002_t062_nircam_clear-f277w_i2d.fits,mast:JWST/product/jw02727-o002_t062_nircam_clear-f444w_i2d.fits,jw02727-o002_t062_nircam_clear-f200w_i2d.fits,jw02727-o002_t062_nircam_clear-f277w_i2d.fits,jw02727-o002_t062_nircam_clear-f444w_i2d.fits,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,unlabeled
9.424575833333334,-33.71040833333336,9.43026631584024,-33.692423971174875,87829844,220095484,87829802,mast:JWST/product/jw02727-o002_t062_nircam_clear-f200w_i2d.fits,mast:JWST/product/jw02727-o002_t062_nircam_clear-f277w_i2d.fits,mast:JWST/product/jw02727-o002_t062_nircam_clear-f444w_i2d.fits,jw02727-o002_t062_nircam_clear-f200w_i2d.fits,jw02727-o002_t062_nircam_clear-f277w_i2d.fits,jw02727-o002_t062_nircam_clear-f444w_i2d.fits,,,,,,,,J003743.23-334132.7,17.513999938964844,17.135000228881836,0.3789997100830078,0.323006633503821,,,,,,,,,,,,,,,,WISEA J003743.23-334132.7,IrS,,0.3187684719709305,True,unlabeled
9.424575833333334,-33.71040833333336,9.43669829589304,-33.71561623118191,87829844,220095484,87829802,mast:JWST/product/jw02727-o002_t062_nircam_clear-f200w_i2d.fits,mast:JWST/product/jw02727-o002_t062_nircam_clear-f277w_i2d.fits,mast:JWST/product/jw02727-o002_t062_nircam_clear-f444w_i2d.fits,jw02727-o002_t062_nircam_clear-f200w_i2d.fits,jw02727-o002_t062_nircam_clear-f277w_i2d.fits,jw02727-o002_t062_nircam_clear-f444w_i2d.fits,,,,,,,,,,,,,,,,,,,,,,,,,,,,WISEA J003744.80-334255.0,IrS,,0.5367882489741499,True,unlabeled
9.424575833333334,-33.71040833333336,9.424542722028235,-33.70525251312042,87829844,220095484,87829802,mast:JWST/product/jw02727-o002_t062_nircam_clear-f200w_i2d.fits,mast:JWST/product/jw02727-o002_t062_nircam_clear-f277w_i2d.fits,mast:JWST/product/jw02727-o002_t062_nircam_clear-f444w_i2d.fits,jw02727-o002_t062_nircam_clear-f200w_i2d.fits,jw02727-o002_t062_nircam_clear-f277w_i2d.fits,jw02727-o002_t062_nircam_clear-f444w_i2d.fits,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,unlabeled
9.424575833333334,-33.71040833333336,9.404086295567677,-33.71411979630755,87829844,220095484,87829802,mast:JWST/product/jw02727-o002_t062_nircam_clear-f200w_i2d.fits,mast:JWST/product/jw02727-o002_t062_nircam_clear-f277w_i2d.fits,mast:JWST/product/jw02727-o002_t062_nircam_clear-f444w_i2d.fits,jw02727-o002_t062_nircam_clear-f200w_i2d.fits,jw02727-o002_t062_nircam_clear-f277w_i2d.fits,jw02727-o002_t062_nircam_clear-f444w_i2d.fits,,,,,,,,,,,,,,,,,,,,,,,,,,,,SSTSL2 J003736.95-334250.8,IrS,,0.3204191185756792,True,unlabeled
9.424575833333334,-33.71040833333336,9.439251854023802,-33.725200708291595,87829844,220095484,87829802,mast:JWST/product/jw02727-o002_t062_nircam_clear-f200w_i2d.fits,mast:JWST/product/jw02727-o002_t062_nircam_clear-f277w_i2d.fits,mast:JWST/product/jw02727-o002_t062_nircam_clear-f444w_i2d.fits,jw02727-o002_t062_nircam_clear-f200w_i2d.fits,jw02727-o002_t062_nircam_clear-f277w_i2d.fits,jw02727-o002_t062_nircam_clear-f444w_i2d.fits,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,unlabeled
9.424575833333334,-33.71040833333336,9.40578007667165,-33.72278274556673,87829844,220095484,87829802,mast:JWST/product/jw02727-o002_t062_nircam_clear-f200w_i2d.fits,mast:JWST/product/jw02727-o002_t062_nircam_clear-f277w_i2d.fits,mast:JWST/product/jw02727-o002_t062_nircam_clear-f444w_i2d.fits,jw02727-o002_t062_nircam_clear-f200w_i2d.fits,jw02727-o002_t062_nircam_clear-f277w_i2d.fits,jw02727-o002_t062_nircam_clear-f444w_i2d.fits,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,unlabeled
9.424575833333334,-33.71040833333336,9.439529108690358,-33.7246570585002,87829844,220095484,87829802,mast:JWST/product/jw02727-o002_t062_nircam_clear-f200w_i2d.fits,mast:JWST/product/jw02727-o002_t062_nircam_clear-f277w_i2d.fits,mast:JWST/product/jw02727-o002_t062_nircam_clear-f444w_i2d.fits,jw02727-o002_t062_nircam_clear-f200w_i2d.fits,jw02727-o002_t062_nircam_clear-f277w_i2d.fits,jw02727-o002_t062_nircam_clear-f444w_i2d.fits,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,unlabeled
9.424575833333334,-33.71040833333336,9.43678358117283,-33.71578018808946,87829844,220095484,87829802,mast:JWST/product/jw02727-o002_t062_nircam_clear-f200w_i2d.fits,mast:JWST/product/jw02727-o002_t062_nircam_clear-f277w_i2d.fits,mast:JWST/product/jw02727-o002_t062_nircam_clear-f444w_i2d.fits,jw02727-o002_t062_nircam_clear-f200w_i2d.fits,jw02727-o002_t062_nircam_clear-f277w_i2d.fits,jw02727-o002_t062_nircam_clear-f444w_i2d.fits,,,,,,,,,,,,,,,,,,,,,,,,,,,,WISEA J003744.80-334255.0,IrS,,0.756685237681052,True,unlabeled
9.424575833333334,-33.71040833333336,9.439314983493594,-33.72382236277084,87829844,220095484,87829802,mast:JWST/product/jw02727-o002_t062_nircam_clear-f200w_i2d.fits,mast:JWST/product/jw02727-o002_t062_nircam_clear-f277w_i2d.fits,mast:JWST/product/jw02727-o002_t062_nircam_clear-f444w_i2d.fits,jw02727-o002_t062_nircam_clear-f200w_i2d.fits,jw02727-o002_t062_nircam_clear-f277w_i2d.fits,jw02727-o002_t062_nircam_clear-f444w_i2d.fits,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,unlabeled
9.424575833333334,-33.71040833333336,9.433558620055235,-33.71891357860228,87829844,220095484,87829802,mast:JWST/product/jw02727-o002_t062_nircam_clear-f200w_i2d.fits,mast:JWST/product/jw02727-o002_t062_nircam_clear-f277w_i2d.fits,mast:JWST/product/jw02727-o002_t062_nircam_clear-f444w_i2d.fits,jw02727-o002_t062_nircam_clear-f200w_i2d.fits,jw02727-o002_t062_nircam_clear-f277w_i2d.fits,jw02727-o002_t062_nircam_clear-f444w_i2d.fits,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,unlabeled
9.424575833333334,-33.71040833333336,9.420800675322852,-33.70627671843761,87829844,220095484,87829802,mast:JWST/product/jw02727-o002_t062_nircam_clear-f200w_i2d.fits,mast:JWST/product/jw02727-o002_t062_nircam_clear-f277w_i2d.fits,mast:JWST/product/jw02727-o002_t062_nircam_clear-f444w_i2d.fits,jw02727-o002_t062_nircam_clear-f200w_i2d.fits,jw02727-o002_t062_nircam_clear-f277w_i2d.fits,jw02727-o002_t062_nircam_clear-f444w_i2d.fits,,,,,,,,,,,,,,,,,,,,,,,,,,,,WISEA J003741.04-334222.2,IrS,,0.7544101922094107,True,unlabeled
9.424575833333334,-33.71040833333336,9.41992119930773,-33.7337410822926,87829844,220095484,87829802,mast:JWST/product/jw02727-o002_t062_nircam_clear-f200w_i2d.fits,mast:JWST/product/jw02727-o002_t062_nircam_clear-f277w_i2d.fits,mast:JWST/product/jw02727-o002_t062_nircam_clear-f444w_i2d.fits,jw02727-o002_t062_nircam_clear-f200w_i2d.fits,jw02727-o002_t062_nircam_clear-f277w_i2d.fits,jw02727-o002_t062_nircam_clear-f444w_i2d.fits,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,unlabeled
9.424575833333334,-33.71040833333336,9.439296209970706,-33.72430002036685,87829844,220095484,87829802,mast:JWST/product/jw02727-o002_t062_nircam_clear-f200w_i2d.fits,mast:JWST/product/jw02727-o002_t062_nircam_clear-f277w_i2d.fits,mast:JWST/product/jw02727-o002_t062_nircam_clear-f444w_i2d.fits,jw02727-o002_t062_nircam_clear-f200w_i2d.fits,jw02727-o002_t062_nircam_clear-f277w_i2d.fits,jw02727-o002_t062_nircam_clear-f444w_i2d.fits,,,,,,,,,,,,,,,,,,,,,,,,,,,,WISEA J003745.40-334328.1,IrS,,0.7421187494741273,True,unlabeled
9.424575833333334,-33.71040833333336,9.41177761216573,-33.72531610660496,87829844,220095484,87829802,mast:JWST/product/jw02727-o002_t062_nircam_clear-f200w_i2d.fits,mast:JWST/product/jw02727-o002_t062_nircam_clear-f277w_i2d.fits,mast:JWST/product/jw02727-o002_t062_nircam_clear-f444w_i2d.fits,jw02727-o002_t062_nircam_clear-f200w_i2d.fits,jw02727-o002_t062_nircam_clear-f277w_i2d.fits,jw02727-o002_t062_nircam_clear-f444w_i2d.fits,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,unlabeled
9.424575833333334,-33.71040833333336,9.41795128973606,-33.702753571214906,87829844,220095484,87829802,mast:JWST/product/jw02727-o002_t062_nircam_clear-f200w_i2d.fits,mast:JWST/product/jw02727-o002_t062_nircam_clear-f277w_i2d.fits,mast:JWST/product/jw02727-o002_t062_nircam_clear-f444w_i2d.fits,jw02727-o002_t062_nircam_clear-f200w_i2d.fits,jw02727-o002_t062_nircam_clear-f277w_i2d.fits,jw02727-o002_t062_nircam_clear-f444w_i2d.fits,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,unlabeled
